,state,district,year,female_pct,age18_24_pct,age25_34_pct,median_age,unmarried_partner_pct,male_living_alone_pct,bachelors_deg_or_higher_pct,past_year_births_to_unmarried_women_pct,civilian_veteran_pct,live_same_house_past_year_pct,foreign_born_proportion_from_LatinAmerica,speak_other_language_at_home_pct,labor_force_unemployed_pct,public_transit_commuter_pct,no_health_insurance_pct,poverty_rate_pct,median_housing_value,median_household_income,food_stamp_benefits_pct,foreign_to_native_born_ratio
VA_04_2014,VA,4,2014,50.2,9.5,13.0,38.3,1.9,9.0,25.4,46.7,13.1,87.4,40.4,6.9,4.8,0.4,10.0,12.1,214100,60950,12.3,0.0485875198634406
VA_05_2014,VA,5,2014,51.4,10.0,11.3,42.8,2.1,12.1,25.9,33.0,9.1,85.9,39.1,5.7,3.3,1.4,11.9,15.8,172000,48179,13.8,0.04671112354482704
VA_06_2014,VA,6,2014,51.4,12.8,12.0,39.8,2.3,12.8,27.1,31.6,8.6,83.3,39.0,7.3,3.4,1.3,11.7,15.2,182300,49724,11.3,0.05599471406277192
VA_07_2014,VA,7,2014,51.8,7.8,12.7,40.0,2.0,9.0,39.9,30.6,9.4,86.5,30.4,11.4,3.6,1.1,7.5,7.5,246700,74162,6.4,0.10457209746692718
VA_08_2014,VA,8,2014,50.8,7.3,21.0,35.4,2.3,15.6,61.3,20.2,8.3,81.9,39.4,35.4,3.1,19.5,11.9,9.1,499800,99094,5.0,0.4036877256546819
VA_09_2014,VA,9,2014,50.2,12.0,11.4,42.0,1.9,12.9,19.8,41.4,8.2,84.8,37.1,3.4,4.1,1.3,11.2,19.5,117700,39872,15.4,0.025143390976290876
VA_10_2014,VA,10,2014,50.2,7.4,11.8,37.6,1.3,8.4,55.2,7.7,9.3,85.8,31.0,28.0,3.5,4.0,9.0,5.2,461300,115291,4.4,0.26360205042895807
VA_11_2014,VA,11,2014,50.6,9.3,15.1,36.1,1.4,9.5,53.3,13.7,9.1,83.0,33.9,38.7,3.8,9.1,11.9,7.1,444200,100361,4.9,0.44752873946096394
WA_01_2014,WA,1,2014,50.3,7.6,14.1,37.8,1.9,10.1,41.3,15.4,8.1,85.2,22.3,18.2,4.0,4.2,6.9,8.7,366800,84419,9.1,0.17694640217506072
WA_02_2014,WA,2,2014,50.1,10.6,13.7,38.3,2.6,12.9,29.4,28.3,10.7,82.3,23.6,17.6,4.4,5.0,9.7,12.7,285000,59385,13.3,0.15885234315181895
WA_03_2014,WA,3,2014,50.2,8.3,11.9,39.6,2.6,11.4,22.9,30.7,11.2,84.3,32.5,12.0,5.0,1.8,9.5,12.4,216300,54561,17.5,0.0916804192249032
WA_04_2014,WA,4,2014,49.5,10.0,12.7,33.6,2.4,11.8,19.1,45.7,9.0,85.3,84.8,34.0,3.8,1.4,14.7,18.1,170200,50705,19.3,0.19608912169139628
WA_05_2014,WA,5,2014,50.3,12.1,13.3,37.4,2.7,12.6,27.7,33.4,11.6,81.2,24.1,7.7,3.8,2.2,8.4,17.6,178700,47973,18.8,0.06000663158476455
WA_06_2014,WA,6,2014,49.4,8.9,12.8,42.1,2.6,12.9,29.0,37.3,15.1,80.4,24.6,9.0,4.2,5.4,8.8,14.0,239700,55338,15.3,0.07631054654270754
WA_07_2014,WA,7,2014,49.3,10.3,20.3,37.2,4.0,18.5,57.3,21.6,6.5,77.2,17.7,18.5,3.1,18.8,6.3,12.3,455000,72279,8.9,0.1744755810803663
WA_08_2014,WA,8,2014,50.6,8.2,12.5,37.4,2.4,10.8,32.5,26.7,9.0,86.5,27.1,18.1,4.1,4.4,8.4,10.4,294600,74078,10.5,0.14664022003767194
WA_09_2014,WA,9,2014,49.9,9.0,16.8,37.0,2.3,13.5,40.2,25.7,7.3,81.1,17.0,37.0,4.0,12.5,9.7,12.9,342900,67261,14.7,0.4178532496597189
WA_10_2014,WA,10,2014,50.5,10.4,15.0,35.8,2.6,12.4,26.4,24.9,15.5,81.4,26.3,15.4,4.9,2.6,10.0,13.3,231200,58252,15.2,0.10813502065202386
WV_01_2014,WV,1,2014,50.3,11.1,12.4,41.3,2.7,13.7,21.6,37.3,9.4,87.6,15.6,2.3,3.3,0.9,8.7,18.0,104900,41825,13.7,0.016768717753259117
WV_02_2014,WV,2,2014,50.6,8.1,11.5,42.1,2.8,12.6,20.6,36.8,10.6,88.8,27.3,2.4,4.0,0.9,7.9,15.8,124900,46370,14.8,0.016762741981945824
WV_03_2014,WV,3,2014,50.8,8.5,11.7,42.5,2.5,12.9,15.2,47.1,8.8,88.6,21.9,1.3,3.7,0.3,9.2,21.1,86200,35217,20.6,0.00813070364034533
WI_01_2014,WI,1,2014,51.0,8.5,12.0,40.3,2.7,11.2,28.1,36.4,8.3,86.4,47.6,8.8,3.8,1.1,7.5,11.7,181000,58345,12.6,0.0557989677346654
WI_02_2014,WI,2,2014,50.3,11.7,14.5,36.5,3.5,13.9,40.9,27.5,6.6,82.2,39.2,10.9,3.6,4.4,6.5,13.5,206800,58205,12.2,0.07141276953841749
WI_03_2014,WI,3,2014,49.7,13.1,11.7,38.3,3.4,12.0,24.5,35.1,9.1,84.2,24.2,6.1,2.9,0.4,7.9,13.8,146200,49915,11.2,0.028471559215432554
WI_04_2014,WI,4,2014,51.6,11.8,16.0,32.8,3.2,16.4,27.4,52.9,6.1,81.3,53.7,18.2,6.4,7.1,11.5,26.0,126200,38200,27.0,0.10173168148114033
WI_05_2014,WI,5,2014,50.8,8.2,12.3,40.9,2.1,12.1,35.3,14.7,8.0,86.6,30.8,7.3,2.9,1.0,4.9,8.3,211400,62606,8.2,0.05211219819759475
WI_06_2014,WI,6,2014,49.5,8.8,11.9,41.9,2.7,13.2,24.7,30.6,8.7,87.5,34.0,6.7,2.8,0.6,6.0,9.8,151500,53257,10.9,0.039013855346967365
WI_07_2014,WI,7,2014,49.7,7.3,10.9,43.9,3.2,13.5,21.7,31.2,10.0,88.4,21.1,4.8,3.2,0.4,8.2,11.2,149200,50060,12.1,0.021683651475178038
WI_08_2014,WI,8,2014,50.2,8.3,12.2,40.0,3.0,13.0,24.4,30.1,9.2,87.6,46.6,7.0,2.8,0.5,6.4,11.0,153100,53871,11.1,0.0423468975702056
WY_01_2014,WY,1,2014,49.1,9.8,14.3,36.6,2.6,14.6,26.6,25.8,10.2,82.3,51.3,7.0,2.9,1.6,12.0,11.2,201000,57055,6.7,0.040019584279165
AL_01_2012,AL,1,2012,51.5,9.2,12.3,38.7,1.5,12.7,22.1,36.8,11.5,85.1,46.4,4.7,6.7,0.4,15.6,19.3,130600,41450,18.1,0.03239567104467475
AL_02_2012,AL,2,2012,51.6,9.4,13.6,37.8,1.7,13.0,21.6,49.4,12.6,84.4,41.5,4.8,5.2,0.3,13.3,19.3,111100,40833,16.9,0.029989663413002403
AL_03_2012,AL,3,2012,51.1,11.9,12.4,37.3,1.4,12.5,20.2,33.8,10.9,83.4,32.1,3.4,5.9,0.5,12.2,21.9,116600,40292,17.3,0.023659243380572428
AL_04_2012,AL,4,2012,51.3,9.0,11.3,40.6,1.3,11.4,15.2,39.2,9.6,86.4,71.2,4.8,5.2,0.2,13.7,19.2,97900,37187,17.1,0.032059083406965304
AL_05_2012,AL,5,2012,51.0,9.4,12.6,38.9,1.5,12.7,30.1,39.0,11.4,86.6,47.1,6.1,6.1,0.2,13.1,14.1,146800,50230,14.2,0.048324116916826546
AL_06_2012,AL,6,2012,51.4,7.9,13.5,38.6,1.1,12.1,34.0,24.1,9.3,86.7,52.8,7.8,3.7,0.3,9.8,10.8,165700,55656,8.9,0.05409169874566647
AL_07_2012,AL,7,2012,53.1,14.0,12.7,35.5,1.4,14.9,18.9,67.9,7.7,83.2,61.9,4.2,7.9,1.2,15.7,28.5,94000,31080,25.1,0.026037847000973828
AK_01_2012,AK,1,2012,47.9,10.9,14.9,33.8,2.8,14.8,28.0,39.2,13.6,82.2,17.0,16.6,5.3,1.6,20.5,10.1,245100,67712,11.4,0.07702875418178391
AZ_01_2012,AZ,1,2012,49.3,11.2,12.3,36.3,2.4,10.9,23.2,46.9,10.3,84.5,60.0,28.3,6.8,1.0,18.3,21.9,139100,45925,16.7,0.06721304212997829
AZ_02_2012,AZ,2,2012,50.2,9.2,13.2,40.6,2.9,14.8,32.2,26.1,14.8,80.7,57.3,21.7,5.1,2.7,13.4,16.6,163500,46139,13.7,0.118338562815307
AZ_03_2012,AZ,3,2012,50.7,13.3,14.3,30.1,2.8,11.3,15.7,50.9,8.2,81.1,89.8,51.7,7.7,1.4,23.5,25.2,104500,40145,24.0,0.26374996268964634
AZ_04_2012,AZ,4,2012,49.4,7.1,10.3,45.7,2.5,12.7,18.7,29.3,15.9,79.1,56.8,13.0,6.2,0.4,16.3,16.5,128900,42693,14.7,0.10106581214335464
AZ_05_2012,AZ,5,2012,51.3,7.6,12.3,37.8,2.0,9.2,33.0,24.8,11.5,81.8,40.6,15.2,4.1,1.2,11.5,9.8,176700,63236,7.4,0.09949865941348221
AZ_06_2012,AZ,6,2012,50.5,8.8,13.2,40.8,2.3,13.9,41.5,39.1,9.2,80.9,33.8,18.7,5.0,1.8,14.0,13.2,239400,60441,9.0,0.15228491965783617
AZ_07_2012,AZ,7,2012,49.5,12.0,15.5,29.0,3.2,14.0,14.3,49.7,5.0,80.6,88.1,56.7,7.6,4.8,31.4,36.3,83000,32259,30.0,0.38925947609964306
AZ_08_2012,AZ,8,2012,51.4,7.2,11.1,40.5,2.0,10.2,27.7,22.6,12.9,85.3,41.1,14.1,4.3,0.9,11.5,9.5,159400,55670,7.6,0.09678339141057156
AZ_09_2012,AZ,9,2012,49.9,13.3,17.9,32.7,3.3,18.2,35.9,37.9,7.9,75.3,56.6,26.4,6.3,3.4,18.0,19.2,169800,48737,12.4,0.16492593383475296
AR_01_2012,AR,1,2012,50.3,8.7,12.3,39.4,2.1,12.7,15.1,37.7,10.4,83.7,53.7,3.0,5.6,0.3,18.0,22.1,87500,36130,19.2,0.018408104035117858
AR_02_2012,AR,2,2012,51.4,10.5,13.9,36.4,1.5,13.7,28.3,33.3,10.6,86.9,53.7,5.9,4.9,0.8,14.2,16.7,131400,45866,14.0,0.03785588405619986
AR_03_2012,AR,3,2012,50.7,10.4,14.1,35.0,1.6,12.1,23.9,27.1,9.7,80.8,68.0,13.0,4.2,0.4,16.9,18.7,126100,42102,12.3,0.09455437790424477
AR_04_2012,AR,4,2012,51.0,9.4,11.0,40.5,2.0,13.1,16.6,44.5,10.8,85.5,71.4,5.4,5.3,0.3,16.8,22.0,87000,35767,16.4,0.03388556385693466
CA_01_2012,CA,1,2012,49.4,10.5,11.2,42.3,2.8,11.4,21.9,31.6,11.4,82.8,48.2,11.1,7.6,1.0,15.9,18.6,217000,45198,9.8,0.06326650493926254
CA_02_2012,CA,2,2012,50.5,8.1,11.0,43.0,3.0,13.0,38.9,27.2,8.7,85.6,53.9,19.9,5.4,4.3,13.8,13.7,444400,59954,6.8,0.16297944238268186
CA_03_2012,CA,3,2012,49.8,12.7,13.2,34.6,2.8,9.7,23.8,36.8,9.8,80.1,49.3,31.3,7.4,2.0,13.8,17.8,214800,53106,10.2,0.2172596763661104
CA_04_2012,CA,4,2012,49.7,7.6,10.4,43.7,2.3,11.2,30.3,28.7,11.5,86.1,36.5,13.0,7.6,1.0,12.2,10.8,298700,62035,7.2,0.09649081833157391
CA_05_2012,CA,5,2012,51.2,9.9,13.3,39.7,2.5,10.3,29.2,38.4,8.1,83.4,57.9,32.6,7.6,2.6,15.9,12.9,327400,60693,7.9,0.27396484983314795
CA_06_2012,CA,6,2012,51.3,11.7,16.2,33.4,3.4,14.1,25.3,40.4,7.6,78.7,35.6,36.1,9.3,2.9,18.2,23.9,187500,45274,15.0,0.29175811262767787
CA_07_2012,CA,7,2012,50.6,8.4,13.5,36.9,2.6,10.7,31.2,27.9,9.5,81.8,23.7,27.9,8.7,1.9,13.6,15.3,233700,61377,8.8,0.22666153259002808
CA_08_2012,CA,8,2012,50.1,11.3,12.5,33.6,2.0,10.2,14.5,39.1,11.0,82.0,71.8,27.0,8.4,0.9,18.9,24.1,142100,42250,16.6,0.15145911266969356
CA_09_2012,CA,9,2012,50.6,10.4,12.8,33.5,2.2,8.8,20.1,41.8,6.4,83.0,54.2,39.1,9.6,1.8,17.6,18.3,206700,52556,13.2,0.30377116456138015
CA_10_2012,CA,10,2012,50.5,10.1,13.5,34.0,2.4,8.7,16.8,34.3,6.7,82.3,63.2,38.4,10.0,1.3,16.2,17.7,174500,49879,14.7,0.24777940646569668
CA_11_2012,CA,11,2012,51.1,8.7,12.7,39.0,2.0,11.4,41.5,29.7,7.1,85.8,45.2,34.5,5.6,12.6,12.5,12.7,432300,70298,6.4,0.32001359540228214
CA_12_2012,CA,12,2012,48.9,7.9,23.3,38.3,3.8,21.3,55.1,13.0,4.2,83.6,20.0,42.7,5.1,33.3,10.6,15.0,744700,72303,5.1,0.5267322179117571
CA_13_2012,CA,13,2012,51.0,11.4,16.2,36.6,3.0,15.3,44.9,30.3,5.1,81.8,37.1,38.6,7.3,18.7,14.1,17.6,469600,56285,8.8,0.36708444712958793
CA_14_2012,CA,14,2012,50.7,8.5,13.7,39.8,1.9,11.6,41.3,17.7,5.2,86.8,31.2,52.2,5.7,13.3,11.3,9.7,664700,77880,4.0,0.610877073049469
CA_15_2012,CA,15,2012,51.1,8.3,13.8,37.5,2.0,7.8,41.0,16.4,5.7,86.0,27.4,44.3,6.0,7.3,10.7,9.0,483000,88797,6.0,0.4665522812679561
CA_16_2012,CA,16,2012,50.4,11.8,14.8,29.4,3.1,9.5,11.1,43.8,5.4,81.9,75.2,52.1,9.6,1.6,22.5,31.6,131500,35828,24.8,0.35233053085991156
CA_17_2012,CA,17,2012,49.6,7.3,16.3,36.4,1.5,10.2,52.1,13.8,4.0,85.4,14.3,60.9,5.4,3.9,10.2,8.7,603500,100652,3.9,0.8783239975452753
CA_18_2012,CA,18,2012,50.1,7.8,13.4,39.4,2.3,10.8,58.2,15.6,6.0,86.2,24.7,35.4,4.2,2.9,9.5,7.4,862600,100917,3.2,0.3752913448177974
CA_19_2012,CA,19,2012,50.1,10.4,15.2,35.1,1.9,8.7,32.0,34.0,4.3,84.7,40.2,55.4,7.2,4.3,14.9,14.3,479800,75857,8.6,0.5425654361907893
CA_20_2012,CA,20,2012,49.0,12.7,14.0,33.5,2.6,9.8,27.4,36.6,5.9,84.6,79.7,47.8,6.1,2.6,18.7,17.0,376800,60563,9.3,0.36264536941433184
CA_21_2012,CA,21,2012,46.7,12.1,15.5,28.5,2.9,6.8,7.7,43.6,4.8,82.0,91.7,65.0,10.2,0.8,25.4,31.3,125400,36249,23.2,0.4319035041026826
CA_22_2012,CA,22,2012,50.5,10.9,14.5,31.4,2.9,9.0,23.6,34.5,7.0,83.4,68.8,37.7,8.5,1.1,17.1,23.5,185600,50070,15.3,0.21350003889721328
CA_23_2012,CA,23,2012,49.2,10.8,13.4,33.6,2.4,10.8,19.0,32.4,9.5,83.2,67.7,29.3,6.8,1.0,15.7,19.1,167200,52599,11.9,0.1635273526114052
CA_24_2012,CA,24,2012,49.7,15.5,12.8,35.6,2.3,10.9,31.5,27.9,8.5,78.4,71.9,32.1,5.1,2.8,16.5,15.4,411900,61011,6.4,0.22063267498497563
CA_25_2012,CA,25,2012,49.6,10.3,11.8,34.7,2.0,8.3,28.0,34.5,6.7,85.2,57.4,31.9,6.6,2.3,14.9,16.3,319700,70149,7.8,0.2705830074338715
CA_26_2012,CA,26,2012,50.3,10.6,12.8,36.3,1.7,9.1,31.2,32.4,7.5,87.4,69.7,41.4,6.7,1.3,16.7,11.7,419400,70218,7.9,0.30832385470969687
CA_27_2012,CA,27,2012,51.4,9.6,13.7,41.1,1.4,10.6,40.7,21.6,3.9,87.5,21.2,55.6,6.0,3.9,16.1,12.3,542800,66197,4.1,0.6212384774479859
CA_28_2012,CA,28,2012,49.5,8.9,18.0,38.4,2.9,17.9,41.2,31.2,3.6,86.6,31.3,57.3,7.8,7.5,20.0,16.3,596700,52204,5.7,0.7086126917948429
CA_29_2012,CA,29,2012,49.9,10.9,16.7,32.6,2.6,9.6,20.3,44.1,3.3,88.8,72.3,75.5,9.1,8.3,29.7,23.7,313300,45009,11.6,0.8176125933563004
CA_30_2012,CA,30,2012,51.1,8.4,14.1,39.0,2.6,12.8,42.3,22.3,5.0,85.7,35.9,47.6,7.3,4.3,16.6,12.8,471700,66074,4.5,0.5041355562936998
CA_31_2012,CA,31,2012,50.6,11.7,14.5,31.5,2.1,8.3,22.3,42.5,6.0,82.4,64.7,42.3,8.1,2.2,20.5,20.4,229600,52324,15.2,0.2712033046481266
CA_32_2012,CA,32,2012,50.9,11.4,14.6,34.4,1.4,6.6,19.5,34.5,4.2,87.8,62.8,62.8,8.1,3.8,22.2,15.0,344200,56986,8.7,0.5147526263426808
CA_33_2012,CA,33,2012,51.6,10.3,13.1,41.4,2.4,15.6,61.3,18.8,5.3,82.8,17.0,29.3,5.7,2.4,8.6,8.9,911000,92111,1.7,0.29490224908381607
CA_34_2012,CA,34,2012,48.7,11.3,18.5,34.0,3.0,16.5,21.9,49.6,2.2,85.6,66.3,78.8,8.9,21.8,35.6,29.8,370300,32714,11.6,0.9838957313041432
CA_35_2012,CA,35,2012,50.2,12.2,16.2,30.6,2.1,6.9,13.8,38.3,4.2,86.7,82.5,61.0,8.1,2.3,24.8,18.2,230200,52004,13.2,0.46701765568753395
CA_36_2012,CA,36,2012,49.5,8.7,11.9,39.1,3.3,12.0,20.4,41.8,9.6,81.9,74.6,39.7,9.4,1.4,21.7,22.1,172500,42933,11.0,0.2765678229383155
CA_37_2012,CA,37,2012,51.8,11.6,17.6,35.4,2.5,15.1,36.6,32.6,4.0,85.9,59.6,47.6,7.5,11.6,22.1,23.4,490300,47984,8.5,0.461622907701129
CA_38_2012,CA,38,2012,51.3,11.5,13.6,35.8,1.8,7.5,21.9,41.7,5.3,90.5,60.2,58.2,5.8,3.1,20.1,13.5,357800,60289,8.5,0.44840153633828583
CA_39_2012,CA,39,2012,50.6,10.6,13.6,38.0,1.4,6.9,39.0,25.5,4.8,87.7,33.2,50.8,6.4,2.7,17.1,10.4,481200,72388,4.9,0.542287660772049
CA_40_2012,CA,40,2012,50.9,12.0,15.7,29.7,2.6,6.5,9.2,46.6,2.3,89.0,94.1,82.9,8.2,9.5,31.7,29.3,285400,38094,18.1,0.7184730270743741
CA_41_2012,CA,41,2012,50.4,13.4,14.8,30.1,2.4,9.5,17.1,47.3,6.5,82.5,82.0,50.3,9.6,2.1,24.3,22.0,195500,50128,14.1,0.33036490923507683
CA_42_2012,CA,42,2012,50.5,10.1,12.6,34.1,1.9,6.4,22.5,26.1,8.5,86.0,58.2,31.8,7.8,0.8,15.9,11.1,270200,67052,7.2,0.23812930889942843
CA_43_2012,CA,43,2012,51.2,10.7,15.8,33.9,2.2,12.8,24.1,52.3,4.6,86.2,67.0,53.9,7.7,6.0,23.3,20.5,379600,45245,10.3,0.4610694085681631
CA_44_2012,CA,44,2012,51.2,12.3,14.0,29.8,2.1,7.0,11.4,51.3,3.5,86.5,87.3,66.8,9.6,7.2,25.7,25.1,275500,43804,17.4,0.5093135578550952
CA_45_2012,CA,45,2012,50.8,9.6,12.5,38.5,1.8,9.5,52.1,20.0,6.4,84.0,23.6,37.1,4.8,1.7,10.2,8.4,541600,90293,2.3,0.39175194334745805
CA_46_2012,CA,46,2012,50.0,13.0,15.8,30.6,1.9,6.8,16.8,30.7,3.5,86.1,76.9,70.4,7.0,6.2,28.3,19.8,354400,52114,13.5,0.6841091726205276
CA_47_2012,CA,47,2012,50.9,10.6,13.7,36.5,2.6,12.3,30.6,37.5,6.4,84.1,43.8,46.9,6.8,5.7,18.9,19.5,424500,55150,10.6,0.4201734181295054
CA_48_2012,CA,48,2012,50.4,8.9,13.9,40.3,2.2,11.5,43.1,21.9,6.2,85.4,32.4,34.0,5.7,1.6,14.0,10.7,600100,77155,4.0,0.32750100791164405
CA_49_2012,CA,49,2012,49.5,10.3,13.8,36.8,2.0,9.6,40.4,16.0,8.9,83.8,57.4,26.7,4.4,2.3,15.0,11.8,503100,68842,3.6,0.219869281492014
CA_50_2012,CA,50,2012,51.4,9.4,12.8,36.5,1.8,9.1,25.2,24.0,10.4,86.6,58.8,30.9,5.9,1.1,16.2,15.7,336900,55876,6.9,0.23779641326860676
CA_51_2012,CA,51,2012,49.0,13.3,14.5,30.8,2.0,9.2,12.7,41.5,6.8,84.7,78.1,69.0,9.3,5.1,27.2,24.8,217400,40503,17.4,0.5036955441714244
CA_52_2012,CA,52,2012,49.8,12.0,17.2,36.3,2.0,13.9,56.1,10.1,9.8,80.8,15.5,28.5,4.3,2.4,9.4,8.9,535200,81275,2.1,0.2904426854294928
CA_53_2012,CA,53,2012,49.3,12.0,17.8,34.2,2.6,14.0,34.4,26.2,11.5,84.6,42.7,37.3,6.5,2.9,16.5,13.4,361400,58067,6.5,0.2882279970398292
CO_01_2012,CO,1,2012,50.1,9.1,20.2,34.5,3.5,18.2,44.4,29.0,7.3,78.1,62.4,23.8,5.1,7.0,15.9,17.9,253600,52135,11.1,0.16423907662079465
CO_02_2012,CO,2,2012,50.1,13.2,13.2,37.5,2.5,11.7,52.4,15.5,8.2,79.6,31.2,10.0,4.9,3.3,10.1,12.3,311900,65866,5.2,0.06715576106705243
CO_03_2012,CO,3,2012,49.5,9.4,12.3,39.6,2.3,13.9,29.1,25.4,11.1,82.5,70.1,14.3,5.6,2.3,17.3,16.7,196300,46653,13.1,0.06688606560047869
CO_04_2012,CO,4,2012,49.4,9.2,12.4,36.3,2.0,10.6,32.3,25.9,9.8,83.3,66.2,15.6,4.7,1.3,14.2,12.4,226300,60737,9.3,0.08410782783834926
CO_05_2012,CO,5,2012,49.2,10.7,14.6,35.3,1.6,12.7,33.2,15.7,18.5,78.1,39.5,11.6,5.6,0.5,13.8,13.0,212800,53773,9.0,0.0802380709252965
CO_06_2012,CO,6,2012,50.5,8.2,14.2,35.6,2.1,11.4,39.7,22.4,9.2,81.5,42.8,24.2,5.4,4.2,15.8,11.2,243900,64264,7.8,0.18821637445468228
CO_07_2012,CO,7,2012,50.2,9.3,15.0,36.1,2.8,12.2,30.5,27.5,9.0,81.3,62.5,19.6,5.8,3.2,16.2,12.5,215700,57660,9.6,0.11629886997534056
CT_01_2012,CT,1,2012,51.4,8.8,12.6,40.8,2.4,12.9,34.5,38.1,7.7,88.0,36.6,24.3,6.9,4.4,8.5,12.3,232700,63674,14.9,0.17296078993718028
CT_02_2012,CT,2,2012,50.1,11.3,10.9,41.3,2.7,11.3,33.9,39.8,10.6,87.8,25.9,11.7,5.1,1.7,6.9,8.0,245300,69811,9.1,0.0729250281550683
CT_03_2012,CT,3,2012,52.1,10.5,13.5,40.3,2.6,13.2,34.3,26.6,7.0,87.7,32.9,20.4,7.3,5.2,9.4,12.1,248700,60275,13.4,0.14314463713132985
CT_04_2012,CT,4,2012,51.3,7.9,11.5,39.3,1.7,10.8,49.2,20.9,5.6,86.9,49.9,29.8,7.0,10.6,11.1,9.6,472500,82174,9.2,0.2595592849400746
CT_05_2012,CT,5,2012,51.4,8.9,11.7,40.4,2.2,11.7,33.6,34.9,7.8,87.6,41.2,24.9,6.5,2.1,9.6,11.3,262500,63859,13.1,0.16446789368448625
DE_01_2012,DE,1,2012,51.5,10.2,12.4,39.2,2.7,10.9,29.5,35.3,10.8,86.3,43.2,12.9,5.6,2.5,8.8,12.0,226900,58415,14.2,0.0923028364866394
DC_98_2012,DC,98,2012,52.7,13.2,22.0,33.7,2.9,19.9,53.0,42.3,6.0,80.1,44.7,16.6,7.1,38.6,5.9,18.2,460700,66583,15.4,0.16664760147601476
FL_01_2012,FL,1,2012,49.7,10.8,13.5,38.4,2.5,12.9,25.2,26.3,17.6,81.7,36.2,7.7,5.4,0.5,15.4,15.3,146300,49728,13.8,0.04950887060618235
FL_02_2012,FL,2,2012,49.7,15.0,13.4,36.6,2.3,14.2,27.4,42.0,12.2,77.9,44.1,8.2,6.6,1.1,15.7,20.1,146200,42502,16.3,0.05372453370737998
FL_03_2012,FL,3,2012,50.0,13.8,12.4,38.2,2.3,13.4,24.2,37.7,13.4,81.1,42.0,10.6,5.9,1.6,16.8,20.4,128000,41825,15.2,0.07777823779535045
FL_04_2012,FL,4,2012,50.8,9.7,15.2,37.5,2.0,13.4,29.1,30.9,14.1,82.6,36.7,13.1,6.4,0.9,15.4,12.8,153300,51944,11.2,0.10335332091073378
FL_05_2012,FL,5,2012,51.9,11.3,14.2,34.2,2.1,13.3,15.2,61.5,8.5,79.4,76.3,18.8,10.4,5.2,25.1,28.2,93900,31116,27.4,0.15555168988507578
FL_06_2012,FL,6,2012,51.7,8.4,9.6,46.4,2.1,12.2,27.8,40.5,13.3,84.5,33.8,10.3,5.4,0.8,15.4,17.3,156100,43705,13.1,0.08509550914053216
FL_07_2012,FL,7,2012,50.9,12.2,13.6,37.7,2.5,12.4,32.6,39.8,9.4,83.8,55.5,20.3,6.6,0.8,17.9,14.5,156500,51597,10.7,0.12745863240991728
FL_08_2012,FL,8,2012,51.2,8.0,10.1,46.9,2.1,15.2,26.6,31.0,14.3,84.9,46.3,11.7,7.9,0.6,17.2,15.2,128400,45110,12.4,0.10062461186621761
FL_09_2012,FL,9,2012,50.0,11.4,14.6,34.7,2.8,11.4,24.0,50.7,7.7,85.7,71.8,49.2,7.2,1.6,22.9,19.0,122800,43243,18.6,0.25327346208723317
FL_10_2012,FL,10,2012,51.5,8.5,13.5,40.1,2.3,12.2,27.9,53.3,10.7,83.1,61.1,20.3,6.8,0.7,17.1,14.5,146800,46657,12.5,0.14141778471731156
FL_11_2012,FL,11,2012,51.4,6.7,8.3,52.1,2.3,12.9,17.7,51.5,16.2,85.2,50.0,9.5,6.4,0.4,16.5,17.6,121300,38693,13.7,0.06901712350057543
FL_12_2012,FL,12,2012,51.9,7.1,9.8,45.2,1.9,11.5,28.2,27.0,12.0,85.7,39.4,15.5,5.9,0.5,14.0,11.4,135700,47611,11.3,0.11469027966984534
FL_13_2012,FL,13,2012,51.9,7.1,11.7,47.0,3.1,15.9,27.8,53.5,12.6,84.9,31.2,15.2,5.5,1.2,17.7,13.2,137600,44591,11.8,0.14302053717628083
FL_14_2012,FL,14,2012,50.5,10.4,16.5,35.1,3.1,16.8,25.5,38.6,8.1,80.6,74.5,30.5,8.0,2.2,22.5,24.8,118800,38737,22.9,0.22886266611495812
FL_15_2012,FL,15,2012,51.9,11.1,12.3,37.8,2.2,11.6,27.6,30.0,9.7,84.0,58.7,18.7,6.8,0.8,16.8,15.7,128900,48547,14.0,0.11721640256979741
FL_16_2012,FL,16,2012,52.1,6.7,8.9,50.3,2.7,12.0,29.6,26.2,14.6,83.1,47.5,15.3,5.8,0.7,16.3,13.7,159700,47750,9.5,0.13669678483152237
FL_17_2012,FL,17,2012,50.4,7.7,9.3,46.7,2.3,11.7,18.4,39.2,14.3,86.3,68.4,18.7,6.1,0.7,17.8,17.9,112100,42472,14.1,0.12225550004576138
FL_18_2012,FL,18,2012,51.5,7.3,10.3,46.0,2.1,10.7,30.1,41.0,11.7,85.1,66.7,18.6,6.4,0.5,17.1,13.9,166800,50368,10.1,0.16640603847889404
FL_19_2012,FL,19,2012,51.1,7.0,9.8,48.7,2.6,12.2,28.7,50.5,12.1,82.5,64.8,21.1,6.2,1.4,19.1,13.9,169300,49466,11.4,0.18786753276233306
FL_20_2012,FL,20,2012,51.3,10.1,14.8,36.4,2.5,13.5,17.0,57.0,5.5,79.8,87.0,35.5,10.3,5.9,30.4,23.2,97900,36598,21.2,0.469027830007501
